"paper_table_order","paper_common_name","species","route","source_id","region","specificity","rung","dep_class","t_pathway","t_config","h_usemode","h_lifestage","h_config","review_flag","evidence","note","coder_id"
3,"Blacktail","Diplodus capensis","H","Harrison and Whitfield (2006) - Estuarine typology and the structuring of fish communities in South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Diplodus capensis was captured across warm-temperate and subtropical estuaries (Tables 1, 5), a non-kelp habitat; kelp and diet unassessed. Level-0 observed_alternative on the habitat route; trophic route unassessed.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Harrison and Whitfield (2008) - Geographical and typological changes in fish guilds of South African estuaries.pdf","Both","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Blacktail recorded in the estuary survey and listed in Appendix II as marine-estuarine-opportunist (MMO), documenting use of estuarine (non-kelp) habitat. No kelp co-occurrence, structural use, or trophic link observed. Level 0 observed_alternative on the habitat route; region pooled across West and",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Heyns-Veale et al. (2019) - Community-wide effects of protection reveal insights into marine protected area effectiveness for reef fish.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Blacktail recorded on non-kelp reef via stereo-BRUVs at Bird Island (Algoa Bay, east of the kelp limit); kelp not measured or mentioned. Level-0 observed_alternative on the habitat route. Trophic route unassessed. Region 'East'.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Heyns‑Veale et al. (2016) - Depth and habitat determine assemblage structure of South Africa’s warm‑temperate reef fish.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","A baited stereo-video survey recorded Diplodus capensis on the shallow reef in the Tsitsikamma National Park MPA, east of the eastern limit of Ecklonia maxima. The species contributed to the SIMPER dissimilarity between habitats A and B (65.9%), decreasing in abundance from A to B, and its Fig. 3a c",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","James and Harrison (2008) - A preliminary survey of the estuaries on the south coast of South Africa, Cape St Blaize, Mossel Bay-Robberg Peninsula, Plettenberg Bay, with particular reference to the fish fauna.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Region East estuarine survey. Diplodus capensis (blacktail) was caught as newly recruited juveniles (<30 mm) in the Swartvlei and Knysna estuaries. This documents juvenile use of estuarine (non-kelp) nursery habitat; no kelp or diet evidence exists in the source. Level-0 observed_alternative on the ",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","James and Harrison (2009) - A preliminary survey of the estuaries on the south coast of South Africa, Robberg Peninsula to Cape St Francis, with particular reference to the fish fauna.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Blacktail (Diplodus sargus capensis = D. capensis) was caught as newly recruited juveniles (20-30 mm) in three south-coast estuaries at ~23-24°E, east of the kelp limit. The survey records the species occupying non-kelp estuarine nursery habitat; no kelp is measured or mentioned and no diet examined",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","James and Harrison (2010) - A preliminary survey of the estuaries on the southeast coast of South Africa, Cape Padrone-Great Fish River, with particular reference to the fish fauna.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Blacktail recorded as newly recruited juveniles in five southeast-coast estuaries, a non-kelp nursery habitat. No kelp is assessed and no diet examined; habitat-route level-0 observed_alternative for an in-scope species occupying a non-kelp habitat. Region East.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","James and Harrison (2011) - A preliminary survey of the estuaries on the southeast coast of South Africa, Old Woman's-Tyolomnqa, with particular reference to the fish fauna.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Diplodus capensis was recorded in two Eastern Cape estuaries (Bira, Tyolomnqa) in September 1996, east of the kelp range, occupying non-kelp estuarine habitat (observed_alternative). No diet or kelp observation; level-0 habitat record only.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","James and Harrison (2020) - A preliminary fish survey of the estuaries on the south-east coast of South Africa, Kei Estuary to Mdumbi.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Blacktail captured in moderate-large closed and open estuaries (East region; Table 5 abundance 0.02–0.03%; appendix Table A3 lists small numbers), documenting occupancy of a non-kelp estuarine habitat. Level-0 observed_alternative on the habitat route; no kelp measured or mentioned. Juvenile life st",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","James et al (2012)-Temporal variability of temperate fish assemblahe in Africas oldest MPA.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Most abundant species, dominant in every year, caught by shore-angling on the non-kelp East-region reef of TNP; occupancy of non-kelp habitat only. Level-0 observed_alternative on the habitat route; trophic route unassessed.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","James et al. (2001) - The recreational fishery in the Kosi estuarine lake system, South Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Blacktail recorded (n=23) as a surf-zone shore catch on the northern KZN east coast, a non-kelp habitat. The appendix binomial Diplodus sargus with common name Blacktail is the SA blacktail Diplodus capensis (frame synonym D. sargus capensis). Level-0 observed_alternative on the habitat route; Low s",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","James et al. (2026) - Healthy estuaries enhance climate change resilience for fish within South African coastal seascapes.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Author pers. obs documents Diplodus capensis among estuarine-associated marine species killed in the St Francis Bay nearshore in Feb 2025, an in-scope species occupying a non-kelp nearshore habitat. (Elsewhere the paper cites laboratory thermal- and pH-tolerance work on D. capensis, but those are ci",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Joubert and Hanekom (1980) - A study of feeding in some inshore reef fish of the Natal Coast, South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","SCUBA observation documents D. capensis occupying non-kelp rocky-reef substrates (adults/juveniles) and midwater (fry) on Natal east-coast reefs, no kelp present. Observed_alternative on the habitat route, level 0.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Kisten and Strydom (2021) - Diel and tidal periodicity in the responses of early life stages of marine fishes to an estuary opening event in temperate South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Postflexion larvae of the in-scope blacktail Diplodus capensis occurred in the surf zone and breach channel of an Eastern Cape estuary (East region), documenting non-kelp surf/estuarine habitat use — a level-0 observed_alternative on the habitat route. The paper also cites Pattrick and Strydom (2009",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Kisten et al. (2024) - Occurrence of larval fishes sampled by drifting light traps in the lower reaches of a South African estuary.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Diplodus capensis was caught as postflexion larvae (2 individuals, both on flood tides) in the Kowie Estuary mouth, an Eastern Cape locality east of the kelp limit. A documented occurrence of an in-scope species in a non-kelp estuarine habitat at the sampled place, time and life stage yields a level",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Kok and Whitfield (1986) - The influence of open and closed mouth phases on the marine fish fauna of the Swartvlei estuary.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Captured by small- and large-seine netting in the Swartvlei estuary (Cape south coast, 34°S 22°46′E), a seagrass and sand-flat estuarine system east of the Agulhas kelp limit (Table 1), with juvenile length-frequency shown in Figure 8. This documents an in-scope species occupying a non-kelp estuarin",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lamberth (1994) - The commercial beach-seine fishery in False Bay, South Africa.pdf","West","High",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","Caught in beach-seine hauls in the sandy surf zone of False Bay (in ~33% of hauls); documents occupancy of a non-kelp habitat. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lamberth (2008) - Approaches to assessing the status of nearshore and estuarine fish and fisheries and their responses to environmental change.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Blacktail (Diplodus capensis, listed as Diplodus sargus) documented in estuaries east of the kelp limit (south/east). Level-0 observed_alternative (non-kelp estuarine habitat). Region East.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lamberth and Turpie (2003) - The role of estuaries in South African fisheries, economic importance and management implications.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Blacktail (Diplodus capensis, paper's D. sargus; Category IIc) is documented occupying and caught in South/East/Transkei/KZN estuaries (Table II; Table V, 3.45 t), a non-kelp habitat used by juveniles. Level-0 observed_alternative on the habitat route; kelp never assessed. Region East (no West Coast",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lamberth et al. (1995) - The vulnerability of fish to capture by commercial beach-seine nets in False Bay, South Africa.pdf","West","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Blacktail (juveniles) caught in the Fish Hoek Beach sandy surf zone (West coast); documented occupancy of a non-kelp habitat. No kelp use, diet, availability, or counterfactual assessed, so level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lamberth et al. (2008) - Comparison of, and the effects of altered freshwater inflow on, fish assemblages of two contrasting South African estuaries, the cool-temperate Olifants and the warm-temperate Breede.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Blacktail (listed as Diplodus sargus / dassie = Diplodus capensis) was caught in the Breede Estuary seine and gillnet samples. Estuary is a non-kelp habitat; occurrence is a level-0 observed_alternative on the habitat route. Identity is the well-established SA blacktail synonymy (Diplodus sargus cap",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lasiak (1981) - Nursery grounds of juvenile teleosts, evidence from the surf zone of King's Beach, Port Elizabeth.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Diplodus capensis (blacktail; reported under the older name Diplodus sargus) is a dominant fish of the King's Beach surf-zone juvenile ichthyofauna (Table 2: N=386, 5.0%, 2.1-15.0 cm) and is asterisked as also caught as adults, so life stage is both. The sandy East-coast surf zone in Algoa Bay lies ",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lasiak (1983) - Recruitment and growth patterns of juvenile marine teleosts caught at King's Beach, Algoa Bay.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Lasiak (1983) sampled the surf zone at King's Beach, Algoa Bay (Eastern Cape, East region, east of the eastern kelp limit) by seine netting between 1978 and 1980. Juvenile Diplodus capensis (reported as the blacktail Diplodus sargus) was documented occupying this sandy surf zone throughout the year ",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lasiak (1983) - Structural Aspects of the Surf-zone Fish Assemblage at King’s Beach, Algoa Bay, South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Diplodus capensis (recorded as Diplodus sargus, the local blacktail) occurred in the sandy surf-zone catch at King's Beach, Algoa Bay (East coast, no kelp present or sampled), documenting occupancy of a non-kelp habitat. No kelp co-occurrence, structural use, or diet observation, so level-0 observed",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lasiak (1984).pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Diplodus sargus (SA blacktail) = Diplodus capensis per frame synonyms; a dominant, 100%-frequency resident of the King's Beach sandy surf-zone (East). Non-kelp habitat occupancy = level-0 observed_alternative.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lasiak (1986) - Juveniles, food and the surf zone habitat, implications for teleost nursery areas.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Juveniles were caught in the sandy-beach surf zone off King's Beach (East, no kelp), a documented occupancy of a non-kelp habitat at the sampled place, time and life stage. Level-0 observed_alternative on the habitat route. The source explicitly describes the habitat as structurally simple sandy bea",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lechanteur (1999) - The ecology and management of false bay reef fish.pdf","West","High",1,,"not_applicable","not_applicable","uncertain","unspecified","within","no","Blacktail was most abundant in the shallow 0-5 m Ecklonia stratum, establishing co-occurrence with kelp. No action involving kelp structure documented, so level 1 co-occurrence.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lechanteur and Griffiths (2001) - Fish associated with artificial reefs in False Bay, South Africa, a preliminary survey.pdf","West","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Blacktail (as Diplodus sargus capensis) was recorded on the shallow-water Clan Stuart wreck (30 fishes) in False Bay, a non-kelp artificial-reef habitat. Kelp not measured. Level-0 observed_alternative, habitat route.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lechanteur and Griffiths (2002) - Composition and seasonal variability of the suprabenthic reef-fish assemblage in False Bay.pdf","West","Medium",1,,"not_applicable","not_applicable","not_applicable","unspecified","not_applicable","no","Peak density occurs in the shallowest Ecklonia maxima stratum (0-5 m), giving clear habitat co-occurrence with kelp (level 1). No kelp-structure action is documented and the species is described as nomadic within the Bay, so co-occurrence is the ceiling.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lechanteur and Griffiths (2002) - Diets of common suprabenthic reef fish in False Bay, South Africa.pdf","West","Low",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","As one of the 17 suprabenthic reef fish observed on natural False Bay reefs, D. capensis is documented occupying non-kelp reef habitat. Habitat observed_alternative, level 0; low specificity because the habitat statement is the general methods framing rather than a species-specific observation.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Lloyd et al. (2011) - Ocean warming alters species abundance patterns and increases species diversity in an African sub-tropical reef-fish community.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Diplodus capensis (blacktail) is recorded in the KwaZulu-Natal offshore-reef spear-fishing catch (28.0–31.6°S; East region), with 9 individuals shot 1989–2007 (Appendix A). Documents a reef sparid occupying non-kelp subtropical reef habitat; kelp is not measured or mentioned. Level-0 observed-altern",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Maggs et al (2013)-Contribution of a large no take zone to the management of vulnerable reef fishes in the south western indian ocean.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Diplodus capensis (blacktail) was caught in the Pondoland MPA survey on East-Coast reef at 10–30 m (6 individuals, Table A1), east of the kelp limit. Level-0 observed_alternative on the habitat route; trophic route unassessed. Region East.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Mann (1992) - Biological aspects of two sparid fishes.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","The source reports a quantified diver visual census of Diplodus capensis across six explicitly defined reef habitat types in the Tsitsikamma National Park, on the south-eastern Cape coast east of the eastern kelp limit (E01, E02, E10, E11, E12). Every habitat category is characterised by coralline a",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Mann & Buxton (1998)-The reproductive biology of Diplodus sargus capensis and D cervinus hottentotus (Sparidae) off the south-east cape coast, south africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","The source documents Diplodus capensis occupying a non-kelp setting: 382 specimens spanning juveniles (from 26 mm FL) to adults were sampled by spearfishing and linefishing on the reefs of Tsitsikamma National Park, on the south-east Cape coast well east of the Ecklonia maxima kelp limit (Fig. 1). T",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Mann and Buxton (1992) - Diets of Diplodus sargus capensis and D. cervinus hottentotus.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","The source documents where D. capensis was found and observed: juveniles in intertidal rock pools and subtidal gullies, sub-adults in shallow subtidal areas over rocky substrata, and adults in the inshore surf zone (<15 m). These are documented observations of an in-scope species occupying non-kelp ",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Mann and Pradervand (2007) - Declining catch per unit effort of an estuarine-dependent fish, Rhabdosargus sarba (Teleostei, Sparidae), in the marine environment following closure of the St Lucia Estuarine System, South Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Caught in the northern KZN marine surf/reef zone (Table 1, 270 fish); documented occurrence in a non-kelp habitat outside the kelp range. Level-0 observed_alternative on the habitat route. No trophic data.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Mann et al. (2003) - Evaluation of participation in and management of the Transkei shore linefishery.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Blacktail (Diplodus sargus capensis = Diplodus capensis), the second most numerous catch (Table IV, n=106), taken along the non-kelp Transkei (East) shore-fishery; described as a non-migratory sedentary shallow-water species. Level-0 observed-alternative habitat record; no kelp-structural or diet ob",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Mann et al. (2006) - Towards the declaration of a large marine protected area, a subtidal ichthyofaunal survey of the Pondoland coast in the Eastern Cape, South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Abundant in the Pondoland UVC (Table 1: N=630, density 66.59 per 1 000 m2; listed as D. sargus capensis) on non-kelp reefs, Eastern Cape; Figure 3 shows juveniles and adults. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Mann et al. (2015) - Movement patterns of surf-zone fish species in a subtropical MPA on the east coast of South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","East-coast subtropical MPA beyond the kelp limit; no kelp present. D. capensis was abundant in catches (861 caught) in the surf zone (sand and scattered low-relief beach-rock reef), documenting occupancy of a non-kelp habitat at the sampled place and time. Level-0 observed_alternative on the habitat",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Mann et al. (2016) - Monitoring the recovery of a previously exploited surf-zone fish community in the St Lucia Marine Reserve, South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","St Lucia surf-zone catch study on the KwaZulu-Natal east coast (~28 S), far east of the eastern kelp limit; no kelp present. Diplodus capensis was one of the four most-studied species (n=731; detailed CPUE and mean-length GAMMs), documenting occupancy of a non-kelp surf-zone reef/sand habitat at the",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Mann et al. (2022) - Monitoring the effects of spatial protection on the reef fish communities of the Pondoland Marine Protected Area, Eastern Cape Province, South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","In-scope blacktail (Diplodus capensis) recorded on Pondoland reef (10–30 m, Eastern Cape east coast), east of the kelp range. Occupies non-kelp reef habitat; kelp neither measured nor mentioned. Level-0 observed_alternative on the habitat route; trophic route unassessed.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Mann et al. (2024) - Fish, fishers and the future, Proceedings of the 6th Southern African Marine Linefish Symposium.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Across four abstracts blacktail (Diplodus capensis) is documented on rocky/red-algal reef, in a shallow cove, in surf-zone (De Hoop), and recruiting to macroalgal-reef/seagrass nurseries and estuary mouths, all in the Eastern Cape and at the eastern kelp boundary. Occupancy of non-kelp habitats with",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Marais (1990) - Body composition of ten marine migrants and one freshwater fish species caught in estuaries of the Eastern Cape.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","Diplodus capensis (source name Diplodus sargus, the South African D. sargus capensis) was gill-netted in Eastern Cape estuaries (Table I, N=20, sexually mature) for whole-body proximate analysis. This documents an in-scope species occupying a non-kelp estuarine habitat east of the kelp limit, a leve",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","McGregor and Strydom (2018) - The abundance, diversity and distribution of small fishes in mangrove and non-mangrove estuaries in warm temperate South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Diplodus capensis (blacktail) was caught in the Nahoon (N=58) and Gonubie (N=125) estuaries (Table 1), east of the kelp limit, in estuarine non-kelp habitat, juvenile sizes. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Mkhize et al. (2024) - Habitat use by juvenile fish in macroalgae and seagrass beds in a temperate seascape.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Algoa Bay is east of the eastern kelp limit and the study concerns non-kelp Plocamium macroalga and Zostera seagrass, with kelp never measured. Juvenile (YOY-dominated) Diplodus capensis occupied both non-kelp habitats, significantly more abundant in the macroalga (MaxN 11.1 vs 2.9). The macroalga-v",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Mkhize et al. (2025) - Habitat use by juvenile fish in macroalgae and seagrass beds in a temperate South African seascape.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Blacktail (young-of-the-year) recorded abundantly by sRUV occupying non-kelp Plocamium corallorhiza macroalgae and Zostera capensis seagrass in Algoa Bay (East). No kelp present or mentioned. Documented occupancy of non-kelp nursery habitats at the sampled place, time and life stage gives a level-0 ",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Nodo et al. (2023) - The nursery function of shallow nearshore and estuarine benthic habitats for demersal fishes.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Blacktail recorded as settlement and juvenile stages in the soft-bottom marine nearshore and estuaries of Algoa Bay (East region). Non-kelp benthic habitat, kelp not measured or mentioned: level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Nodo et al. (2024) - Spatial patterns and environmental drivers of demersal fish assemblages in the Swartkops and Sundays estuarine to marine seascapes, South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Diplodus capensis caught in the soft-bottom marine nearshore and both estuary channels of Algoa Bay (East region); documents occupation of non-kelp sediment habitat. Habitat-route level-0 observed_alternative. Trophic route unassessed (no diet).",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Nodo et al. (2026) - Using DNA barcoding to identify the early life history stages of demersal coastal fishes in shallow nearshore and estuarine benthic habitats of Algoa Bay.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","yes","Two larval specimens identified morphologically as Diplodus capensis (PCR failed) were caught in the Algoa Bay marine nearshore (East region), in soft-bottom benthic habitat; kelp is not measured or mentioned. This documents non-kelp habitat occupancy at level 0 on the habitat route, but the record ",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Osgood et al. (2020) - Chondrichthyans as an umbrella species-complex for conserving South African biodiversity.pdf","West","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Blacktail is observed on BRUV in the kelp region and plots in the central non-kelp part of the RDA. Level-0 observed_alternative on the habitat route. Trophic route unassessed.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Pattrick and Strydom (2008) - Composition, abundance, distribution and seasonality of larval fishes in the shallow nearshore of the proposed Greater Addo Marine Reserve, Algoa Bay.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Larval Diplodus capensis (75 larvae, all developmental stages) were collected across both nearshore depth contours of eastern Algoa Bay, an East-region locality east of the kelp coast with no kelp present or mentioned. This documents occupancy of a non-kelp pelagic nearshore habitat at the larval st",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Pattrick and Strydom (2014) - Recruitment of fish larvae and juveniles into two estuarine nursery areas with evidence of ebb tide use.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Blacktail postflexion larvae and juveniles were abundant in the Swartkops (14.8%) and present in the Sundays (3.9%) estuary (East, non-kelp estuarine nursery). A level-0 observed_alternative habitat record; kelp is not addressed.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Pattrick and Strydom (2014) - The effects of exposure in sandy beach surf zones on larval fishes.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Algoa Bay surf-zone larval-fish survey (warm-temperate SE coast, East of the Cape Agulhas kelp limit) captured Diplodus capensis in large numbers (n=3814; Table I) as preflexion-to-early-juvenile larvae in sandy beach surf zones. This documents the in-scope species occupying a non-kelp habitat at th",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Plass-Johnson et al. (2010) - Top-down effects on intertidal mussel populations in a South African marine protected area.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Blacktail (recorded as Diplodus sargas capensis) was observed in large schools during snorkel visual-census transects at two rocky-reef sites in Tsitsikamma National Park, on the south coast east of the eastern kelp limit (East region). The record documents an in-scope species occupying a non-kelp r",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Pollard et al. (2017) - Eelgrass beds and bare substrata, sparid and mugilid composition in contrasting littoral estuarine habitats.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Knysna Estuary is east of the kelp limit, no kelp present. D. capensis (juveniles, <210 mm TL) was recorded in all three non-kelp estuarine habitats (CPUE bare 20.8, sparse Zostera 67.5, dense Zostera 32.3), with a greater size range in eelgrass than on bare sediment. Documented use of a non-kelp ha",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Pradervand (2004) - Long-term trends in the shore fishery of the Transkei coast, South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","D. capensis recorded abundantly (n=1101, all mature) in the Transkei shore fishery (East, non-kelp); no diet or kelp-structure observation. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Pradervand and Govender (2003) - Assessment of catches in shore angling competitions from the border region of the Eastern Cape, South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Blacktail (Diplodus capensis) positively identified (n=82) in the Border surf-zone catch, Eastern Cape (East of kelp limit). Level-0 observed_alternative habitat record. No diet data; trophic route unassessed.",,"agent:opus:rfbf-v7.1"
3,"Blacktail","Diplodus capensis","H","Pradervand and Hiseman (2006) - An analysis of the recreational shore fishery in the Goukamma Marine Protected Area.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Table 1 records 2638 blacktail (Diplodus sargus capensis) in the Goukamma MPA shore fishery (1993-2002), a warm-temperate south-coast locality east of the eastern kelp limit where the shore is sandy beach, rocky shore, reef and soft sediment with no kelp. This documents occurrence of an in-scope spe",,"agent:opus:rfbf-v7.1"
