"paper_table_order","paper_common_name","frame_id","record_id","source_id","species","route","region","rung","level_source","specificity","life_stage","unit_of_inference","t_pathway","t_config","h_usemode","h_config","spatial_scale","temporal_scale","review_required","reasoning"
7,"Carpenter","S0036","R01","Brouwer and Griffiths (2005a) - Argyrozona argyrozona.pdf","Argyrozona argyrozona","H","East",0,"human_confirmed","High","both","site","not_applicable","not_applicable","non-kelp","not_applicable","Agulhas Bank continental shelf between about 20°E and 27°E (Cape Agulhas to East London), out to 500 m depth; demersal trawl survey stratified into four depth zones (0-50, 51-100, 101-200, 201-500 m) and 5 x 5 nautical mile blocks; commercial linefishery coastline sections of about 75 km split into inshore (<60 m) and offshore (>60 m); biological sampling at four areas (Eastern Cape, Tsitsikamma National Park, central Agulhas Bank inshore and offshore)","Demersal biomass survey trawls 1986-2002; commercial linefishery catch and effort records from 1984; biological sampling during the spawning season (December-March) of 1998 and 1999","no","This is a primary stock-separation and life-history study of Argyrozona argyrozona on the Agulhas Bank, from Cape Agulhas east to East London (title: 'on the South African east coast'). Searching the complete text companion for kelp, Ecklonia, macroalgae, seaweed, algae, holdfast, canopy and urchin returns nothing, and every figure and table was read from the rendered PDF to confirm that no kelp or other habitat-former appears in any visual item. The source likewise presents no diet or stomach-content data: stomach mass is mentioned only as a quantity subtracted when computing gutted mass, and the single reference to feeding ('females feed less after hydration', p. 594) is a speculative explanation for skewed sex ratios, not a diet observation. The trophic route is therefore unassessed and no T record is returned, since unexamined silence is not level 0. On the habitat route the source repeatedly documents the species occupying non-kelp habitat at the sampled place, time and life stages. A depth-stratified demersal trawl survey (0-50, 51-100, 101-200, 201-500 m; n = 3 777 carpenter records, 1986-2002) places early juveniles (50-100 mm TL) around the Alphard Bank and in Algoa Bay, juveniles (101-200 mm TL) inshore from Algoa Bay to Plettenberg Bay and around Cape Agulhas, and fish >200 mm TL offshore on the central Agulhas Bank and between Algoa Bay and Port Alfred (E05, E06, E07, visually verified). The authors add that larger fish move offshore to the 100 m isobath, congregate around rocky reef areas, and shoal on high-profile reefs at the 45- and 72-mile banks (E08, E09), and they sample the species in strata defined at <60 m and >60 m depth (E03, E13). All of this is offshore continental shelf and deep rocky reef, far below the depth at which Ecklonia maxima grows, and it satisfies the level-0 observed_alternative gate, which applies even where kelp is neither measured nor mentioned. It is not a tested absence: the source never defines an opportunity for a kelp link, and it states that the trawl surveys miss the portion of the population occurring over high-profile reef (E10), so the method is not sensitive enough to detect or refute a kelp association. No kelp co-occurrence, action, available set, comparator, endpoint or counterfactual is present anywhere in the source, so every kelp gate is not_assessed or not_tested and the record rests at level 0. The demographic endpoints the paper does report (growth, maturity, fecundity, reproductive output) are contrasted between regions and depth strata, never against kelp, so they cannot lift the record; endpoint_class is recorded as none because no endpoint was assessed against kelp. Specificity is High because the habitat and depth evidence supporting level 0 is direct and quantified, not because it reaches any higher rung. Region is East: the source's own kriged maps place every carpenter concentration east of about 20.2-20.3°E, beyond the Ecklonia maxima limit near Cape Agulhas. A West record was considered and rejected. Figure 3 assigns the second-highest offshore linefishery cpue to Gansbaai, west of Cape Agulhas and inside the kelp range, but the caption (landing port) and the Methods (closest coastline location code) disagree on what that position means, the authors read the same figure as showing exploitable densities mainly between Cape Agulhas and East London, and the trawl maps record no carpenter west of about 20.3°E despite extending to 18°E; that reasoning is retained as counterevidence in E14 rather than discarded. The west-coast occurrence claims (Cape Point and St Helena Bay) trace to Smith and Heemstra (1986) and Spencer Jones (2002) and are returned as citation leads."
7,"Carpenter","S0037","R01","Brouwer and Griffiths (2005b) - Argyrozona argyrozona.pdf","Argyrozona argyrozona","H","East",0,"ai","Medium","both","site","not_applicable","not_applicable","non-kelp","not_applicable","Single study area: the Tsitsikamma National Park, a 75-km no-take marine protected area on the South African south coast (ca. 23 deg 40 min to 24 deg 00 min E, 34 deg 00 min to 34 deg 05 min S); fish taken from reef at 20-90 m depth, with the instrumented sampling reef at 12-35 m.","Monthly sampling attempted at 60 fish per month. The methods (p.258) state March 1996 to June 1999 and the Figure 4 caption (p.263) states March 1996 to July 1999, whereas the abstract (p.258) states a three-year study 1998-2000; the source is internally inconsistent on the sampling period.","no","The source is a three-year handline catch study of Argyrozona argyrozona conducted entirely within the Tsitsikamma National Park, which Figure 1 places at ca. 23 deg 40 min to 24 deg 00 min E, far east of Cape Agulhas and so beyond the eastern kelp limit (region East). Fish were taken at 20-90 m depth (E02) and the sole statement of the sampled habitat identifies it as reef: the temperature recorder was 'stationed at at a depth of 35 m on the reef from which the biological samples were collected' (E03). A total of 1776 fish spanning 130-580 mm FL, including immature fish in the 130-230 mm classes and fully mature fish from 480 mm, were taken from that site (E04, E05), so the observation applies to both juveniles and adults. This is a catch study with habitat context that documents an in-scope species occupying a non-kelp habitat at the sampled place, time and life stage, which the protocol codes as a level-0 observed_alternative on the habitat route even though kelp is never measured or mentioned. It is not a tested absence: the source defines no opportunity to detect a kelp link, uses no method sensitive to habitat association, and the locality lies outside the kelp range, so all kelp gates are not_assessed rather than no. Nothing supports level 1 or above, because no kelp co-occurrence and no action involving kelp structure is documented anywhere in the 13 inspected pages. Specificity is Medium: the capture depths are quantified and the reef context is explicit, but the habitat description is a single incidental clause within a study designed to measure reproduction rather than habitat use. The trophic route is unassessed silence and returns no record: no diet, stomach-content, or isotope data appear, and 'stomach' occurs only as a mass subtracted in the gonadosomatic index formula on p.261."
7,"Carpenter","S0038","R01","Brouwer and Griffiths (2005c) - Argyrozona argyrozona.pdf","Argyrozona argyrozona","H","East",0,"human_confirmed","Low","unspecified","site","not_applicable","not_applicable","non-kelp","not_applicable","Two south-coast localities in South Africa: the Tsitsikamma National Park (inshore marine protected area, ca. 23 deg 40 min to 24 deg 00 min E at ca. 34 deg S per the Fig. 1 inset) and the central Agulhas bank (offshore continental shelf between the 100 and 200 m isobaths, ca. 20 to 24 deg E per the Fig. 1 longitude divisions). Both lie east of Cape Agulhas and beyond the eastern limit of Ecklonia maxima.","December 1997 to December 1998. Monthly TNP sampling January to December 1998; a single large TNP sample in February and March 1998; central Agulhas bank collection December 1997 to May 1998.","yes","This is a sampling-design and ageing-methodology study. Exhaustive searching of the text companion returned no occurrence of kelp, Ecklonia, Laminaria, Macrocystis, seaweed, alga, macroalga, holdfast, frond, stipe, canopy or forest, and no occurrence of diet, stomach, gut, prey, feed, forage, trophic, isotope, ingest, consume or food other than the word 'gutted' in the list of recorded mass variables. The only hits for 'reef' and for another in-scope species (Argyrosomus inodorus) fall inside reference-list titles and are therefore not codeable. All eleven pages and all fourteen tables and figures were viewed as rendered pages; none carries habitat, substratum, kelp or diet content.

No trophic record is returned. The source recorded whole mass and gutted mass as mass measurements (E04) and reports no examination of stomach contents, prey or assimilation. That is unexamined silence on the trophic route, which the protocol directs be treated as unassessed rather than as level 0 or as a tested absence.

One habitat record is returned at level 0 on the observed_alternative branch. The source documents A. argyrozona occupying two settings that contain no kelp: the Tsitsikamma National Park, sampled by hook and line monthly through 1998 and as a single large February-March 1998 sample (E01), and the central Agulhas bank, sampled December 1997 to May 1998 (E02). The Fig. 1 map, verified on the rendered page (E03), places the TNP at ca. 23 deg 40 min to 24 deg 00 min E and the central Agulhas bank at ca. 20-24 deg E between the 100 and 200 m isobaths. Both are east of Cape Agulhas and so beyond the eastern limit of Ecklonia maxima, and the Agulhas bank sampling was on the offshore shelf far below the depth at which kelp occurs. Table 1 (E05) confirms that fish were obtained in quantity at both localities. This is a catch study whose locality and bathymetric context documents the species living where kelp is absent, at the sampled place and time, which the protocol codes as a level-0 observed_alternative on the habitat route even though the source never measures or mentions kelp.

Alternative_status is observed_alternative and not tested_absence. The study defines no opportunity for a kelp link and used no method sensitive to one (E04, E06), and the protocol states explicitly that a site outside the kelp range is not automatically a tested absence.

Against the Pass 5 challenge: species identity is certain and in scope, and A. argyrozona is the sole species observed; the record claims no action by the species beyond occurrence; the record concerns absence of kelp at the sampling localities and asserts no reef or generic-algae link; there is no availability measurement, comparator or preference claim, so no Selection reading arises; the study's endpoints are growth and mortality parameters attributable to sampling design and not to kelp, so no Contribution reading arises; no counterfactual, alternative assessment or competing-cause analysis exists, so no Dependence reading arises. No page, table, figure, site or season contradicts or narrows the record, and no essential evidence sits in a missing supplement.

Specificity is Low. The habitat context is a passing but codeable statement of locality, gear and bathymetry, with no substratum or habitat characterisation, and specificity does not raise the level."
7,"Carpenter","S0039","R01","Brouwer and Griffiths (2006) - Argyrozona argyrozona.pdf","Argyrozona argyrozona","H","East",0,"ai","Medium","both","population","not_applicable","not_applicable","non-kelp","not_applicable","South African Agulhas Bank between Cape Agulhas and Port Alfred: the central Agulhas Bank stratified by depth into inshore (<60 m) and offshore (>60 m) grounds, and the eastern Agulhas Bank including the 75 km Tsitsikamma National Park. Named sampling grounds are Port Alfred, Port Elizabeth, Stilbaai, Cape Agulhas, Alphard Bank and the 12-, 45- and 72-mile banks (Figure 1, p. 90).","Line-caught fork-length sampling 1986-2001; fishery-independent demersal trawl biomass surveys across the Agulhas Bank; age-length key, growth, maturity and fecundity data 1997-2000; recreational access-point bag-frequency survey 1994-1996.","no","Level 0, observed alternative, on the habitat route. This is a per-recruit stock assessment of carpenter on the Agulhas Bank; the source's own sampling documents the species occupying named Agulhas Bank line- and trawl-fishing grounds between Cape Agulhas and Port Alfred over 1986-2001 (E02, E05, E06), and the authors characterise the adult population as occurring over high-profile reef (E04). That is occupancy of a non-kelp habitat at the sampled place, time and life stage, which the protocol codes at level 0 for a catch study with habitat context even where kelp is neither measured nor mentioned. Both juveniles and adults are represented (ages 1 to about 29 across all regions, E06), so life stage is 'both'. Region is East: the stated range begins at Cape Agulhas (E01) and every analytical unit is the central Agulhas Bank, the eastern Agulhas Bank or the Tsitsikamma National Park, all at or beyond the eastern kelp limit. The map (E05) plots the 12-mile Bank close to Cape Point, possibly within its WESTERN Agulhas Bank division, but no result is reported for a western division and an offshore bank is not kelp habitat either way, so this does not disturb the classification. The record cannot rise above level 0. Exhaustive search returned no mention of kelp, Ecklonia, macroalga, seaweed, alga, forest, canopy, holdfast, stipe or urchin anywhere in the source, so co-occurrence with kelp, any kelp link and any documented action involving kelp structure are all unassessed rather than absent. The classification is 'observed_alternative' and not 'tested_absence' because the source defines no opportunity to detect a kelp link and uses no method sensitive to one; its stated scope is fishing mortality and size at first capture (E07). No available set of habitat was defined or measured, so selection is not reachable. The demographic quantities the source does estimate, namely Z, M, SB/R, Egg/R and Y/R, are partitioned by region and depth stratum only, never by habitat type, so kelp is not isolated and no endpoint is kelp-caused; endpoint_class is 'none' and contribution and dependence are not reachable. Specificity is Medium: the localities, depth strata and sample sizes are quantified and primary, but the single habitat descriptor that names a substratum, 'high profile reef', is a qualitative assertion in the discussion with no habitat survey behind it. Specificity does not raise the level. No trophic record is returned: the source contains no observation of what carpenter eat. The only diet-adjacent passage, on p. 92, concerns predation on carpenter by fur seals and other predators and is attributed to David (1987) and Castley et al. (1991), so it is retained as a citation lead. Challenge pass: species identity is certain and in scope, the reef occupancy is attributed to carpenter itself rather than to prey or an associate, no result concerns kelp as opposed to reef or depth, no selection, contribution or dependence claim arises, and no page, table, figure or region contradicts the level-0 reading. The one essential caveat is that the stock structure and depth envelope reach the reader only through Brouwer and Griffiths (2005a) (E08), which is recorded as a lead and not used to support the gates."
7,"Carpenter","S0454","R06","Button (2018) - Remotely operated vehicle exploring ichthyofauna association with habitat from shore-shelf, in an endemism hotspot in South Africa.pdf","Argyrozona argyrozona","H","East",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","58 grid cells of 464x464 m off the Kei River mouth, 30-162 m depth","21 ROV dives, 30 January to 21 May 2017","no","ROV census off the Kei River mouth (East of the kelp limit) recorded carpenter (Argyrozona argyrozona) in 16% of 58 grid cells (median MaxN 2, max 9) on non-kelp shelf habitat. Documented occupancy of non-kelp habitat gives a level-0 observed_alternative on the habitat route; kelp absent and unassessed. No trophic data, so the trophic route is unassessed."
7,"Carpenter","S0042","R07","Button et al. (2021) - mesophotic fish and associated habitats across the continental shelf of the Amathole region.pdf","Argyrozona argyrozona","H","East",0,"human_confirmed","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","117 sample sites, each a 0.25 x 0.25 nautical mile (463 x 463 m) grid cell, along 42 ROV transects across the Amathole continental shelf off East London and the Kei River (approx. 27.8-28.6 degrees E, 32.8-33.3 degrees S); transect depth range 30-170 m. The source does not resolve this species to particular sites or habitat clusters in the main text.","January to May 2017; 54 h of footage from 42 transect dives.","yes","The source names Argyrozona argyrozona once, in the Discussion, among the sparids whose abundance the study revealed (p. 4). This is the authors' summary of their own ROV survey result and is linkable to the MaxN Methods, so the protocol treats it as primary rather than as a citation lead. It establishes that the species was recorded on the Amathole mesophotic shelf, a non-kelp setting at 30-170 m composed of sand, rhodolith, rubble and rock: an observed_alternative at level 0. Kelp is never mentioned, no kelp category appears in the measured habitat set, and the study area lies east of the eastern limit of Ecklonia maxima, so cooccurrence_with_kelp and kelp_link are not_assessed and no kelp detection opportunity is defined. Specificity is Low, and deliberately so: this is a single passing but codeable statement in the Discussion, with no Results sentence, table, figure or photograph resolving the species to sites or habitat clusters in the supplied document. Challenge pass: the identity is unambiguous (full binomial, no congener in the frame with which it could be confused) and the species is in the frame; the observation is of the species itself; there is no availability comparison, endpoint or counterfactual to mistake for a higher rung. The residual uncertainty is evidentiary weight, not classification: the quantitative backing for the species sits in Supplementary Table S2, which was not supplied, so I flag the record for review rather than treat the missing supplement as if it had been read."
7,"Carpenter","S0044","R06","Buxton and Clarke (1985) - Age, growth and feeding of the blue hottentot Pachymetopon aeneum with notes on reproductive biology.pdf","Argyrozona argyrozona","H","East",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Deep water at 40-100 m off Port Elizabeth, Eastern Cape, in the line fishery sampled by the study","January 1980 to November 1984","no","This is a catch record with habitat context: the authors report that their line catches of large P. aeneum at 40-100 m off Port Elizabeth were usually accompanied by A. argyrozona (E24), within the Eastern Cape study area mapped in Figure 1 (E25). The species is therefore recorded in a non-kelp habitat, namely deep water at 40-100 m east of the kelp limit, at the sampled place and time, which is a level-0 observed_alternative on the habitat route. The protocol treats a catch study with habitat context as an observed_alternative even where kelp is neither measured nor mentioned, and kelp is nowhere mentioned in this source. Nothing above level 0 is reachable, since no kelp structure, availability, comparator or endpoint is involved. Specificity is Low because the observation is an incidental, unquantified clause hedged with 'usually' and 'such as'. The classification itself is not in doubt, so no review is required."
7,"Carpenter","S0050","R12","Buxton et al. (1984) - Inshore small mesh trawling survey of the Cape south coast. Part 4. Contributions to the biology of some teleostei and Chondrichthyes.pdf","Argyrozona argyrozona","H","East",0,"ai","Medium","juvenile","observation","not_applicable","not_applicable","non-kelp","not_applicable","Cape south coast; suprabenthic over reefs, trawled on soft substrate","1983 survey, four seasonal cruises","no","A. argyrozona was trawled over south-coast reefs and soft substrates outside the kelp range; a non-kelp habitat observation. Level-0 observed_alternative, East."
7,"Carpenter","S0059","R06","Cliff (1983) - Early colonization by fish of an artifical reef in false bay.pdf","Argyrozona argyrozona","H","West",0,"ai","Medium","juvenile","observation","not_applicable","not_applicable","non-kelp","not_applicable","SAS Transvaal artificial reef (~40 individuals after two years) and the nearby Rockeater wreck reef (most abundant species there), False Bay.","First recorded on the Transvaal reef Sep 1980; Rockeater census Jan 1981.","no","Argyrozona argyrozona (silverfish/carpenter) colonised the kelp-free artificial reefs in False Bay (West), reaching ~40 above the Transvaal reef and being the most abundant species on the older Rockeater reef. An in-scope species on non-kelp structure; level-0 observed_alternative on the habitat route."
7,"Carpenter","S0728","R19","Cottrant (2024) - Assessing conservation measures for five southern African endemic shark species.pdf","Argyrozona argyrozona","H","West",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Walker Bay, Western Cape (BRUV survey across kelp/reef/sand)","Jan 2018-Aug 2019 (BRUV)","no","Recorded on baited remote underwater video in Walker Bay across a kelp/reef/sand survey (Table 2, Carpenter). Presence documented but substrate not resolved. Coded Level-0 observed-alternative."
7,"Carpenter","S0417","R04","Currie (2017) - Historical baselines and a century of change in the demersal fish assemblages on South Africa's Agulhas Bank.pdf","Argyrozona argyrozona","H","East",0,"ai","High","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Inshore Agulhas Bank re-survey trawl grounds (Cape Infanta, Mossel Bay, Bird Island), ~78-90 m; offshore soft-sediment / reef-associated demersal shelf east of the kelp limit.","Historical Pieter Faure trawl surveys 1903/1904 and 2015 re-surveys.","no","Carpenter, a reef-associated bentho-pelagic sparid, caught in demersal trawls on the offshore Agulhas Bank grounds (Table 8, historical median 23.78 declining to 0.1%). Documents occupancy of a non-kelp continental-shelf habitat = level-0 observed_alternative (habitat route). No diet data; trophic route unassessed."
7,"Carpenter","S0079","R05","Dando (2020) - Underwater video survey and community structure of ichthyofauna in South Africa.pdf","Argyrozona argyrozona","H","West",0,"ai","Medium","unspecified","site","not_applicable","not_applicable","non-kelp","not_applicable","Betty's Bay MPA (~20.1 km2), the only kelp-forest MPA","Betty's Bay BRUV data from Roberson et al. (2015)","no","BRUV survey; Argyrozona argyrozona (carpenter) was recorded in the Betty's Bay kelp MPA (Table 13) and significantly associated with it (Table 21, IV=0.28, p=0.005), with its named habitat association being deep water (a non-kelp setting; kelp is shallow). Kelp not isolated. Route H, level 0 observed_alternative: occurrence in a kelp-containing MPA, kelp use unresolved. No diet data, so no trophic record."
7,"Carpenter","S0086","R05","Dopolo et al. (2013) - Line Fish conference paper.pdf","Argyrozona argyrozona","H","Both",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Shore-angling coastline adjacent to Agulhas National Park (Gansbaai to De Mond, ~70 km of open Agulhas coast)","December 2011 to end of March 2012 (four months)","no","Carpenter caught by shore anglers adjacent to Agulhas NP (n=1); catch record with no kelp or diet observation. Level-0 observed_alternative on the habitat route. Region Both (ANP straddles the kelp limit)."
7,"Carpenter","S0093","R10","Dyer (2018) - The role of ecological processes in structuring reef fish communities in the Agulhas ecoregion South Africa.pdf","Argyrozona argyrozona","H","East",0,"ai","High","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Rocky reef complexes, 12-76 m depth, Agulhas Ecoregion","Snapshot stereo-BRUV survey; TNP MPA July 2014, Algoa Bay April 2015","no","Recorded on rocky reef via stereo-BRUVs at all four reefs in the Agulhas Ecoregion, east of the eastern kelp limit. Occupancy of non-kelp rocky-reef habitat; no kelp action observed and diet not examined. Level-0 observed_alternative on the habitat route."
7,"Carpenter","S0100","R23","Fennessy et al. (2003) - An assessment of the recreational and commercial skiboat fishery in the Transkei.pdf","Argyrozona argyrozona","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Southern Transkei (Coffee Bay, Kei Mouth), Eastern Cape, South Africa; east of the Ecklonia maxima kelp limit.","March 1997-April 1999.","no","Carpenter was retained in the southern Transkei reef fishery (Coffee Bay, Kei Mouth), east of the kelp limit; no kelp mentioned. Documented non-kelp reef occurrence. Level-0 observed_alternative, habitat route; trophic route unassessed."
7,"Carpenter","S0474","R01","Gonzalez (2024) - Baited remote underwater video surveys report, Stilbaai Marine Protected Area (2013-2016).pdf","Argyrozona argyrozona","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Stilbaai MPA (~20 km2), warm-temperate south coast of the Western Cape, east of Cape Agulhas/De Hoop and beyond the eastern limit of Ecklonia maxima; reef, rocky and sand sites","2013-2016 (57 BRUV deployments)","no","Argyrozona argyrozona was recorded by baited remote underwater video in the Stilbaai MPA (Table 3; present in 2013, 2014, 2015, 2016 per Table 4). Stilbaai lies on the warm-temperate south coast east of Cape Agulhas/De Hoop, beyond the eastern range limit of Ecklonia maxima, and the report explicitly states that the survey habitats were reef, rocky and sand and that kelp was not present in the dataset (Section 2.1, 'the data that was given to use did not include kelp'). The observation is therefore of the species occupying a non-kelp habitat at the sampled place, time and (unspecified) life stage, coding as a level-0 observed alternative on the habitat route. No kelp co-occurrence, kelp-structure action, availability comparison, or demographic endpoint is measured. The trophic route is unassessed: the survey used sardine bait and recorded no natural diet, so no trophic observation exists."
7,"Carpenter","S0522","R28","Gotz et al. (2009) - Effects of fishing on a temperate reef community in South Africa 1, ichthyofauna.pdf","Argyrozona argyrozona","H","East",0,"ai","Low","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Goukamma MPA and adjacent exploited area, south-east coast of South Africa; site-level reef counts","2000-2004 (standardised angling)","no","Carpenter was recorded (n=1) by angling at Goukamma reef sites in the East region, a non-kelp locality; kelp neither measured nor mentioned: Level 0 observed alternative on the habitat route. Single capture, hence Low specificity."
7,"Carpenter","S0113","R28","Götz et al. (2009) - fishing on a temperate reef community in South Africa 1- ichthyofauna.pdf","Argyrozona argyrozona","H","East",0,"ai","Low","unspecified","site","not_applicable","not_applicable","non-kelp","not_applicable","Goukamma MPA (40 km2) and immediately adjacent exploited area; ~150 km2 study area over 27 km of coastline, to 5 km offshore; warm-temperate south-east coast of South Africa","2000-2004; standardised angling across seasons, UVC restricted to summer","no","Argyrozona argyrozona was recorded on warm-temperate rocky reef at the Goukamma MPA study area (south-east coast, near Knysna), which lies east of the Cape Agulhas kelp limit and outside the Ecklonia maxima range. The survey (standardised angling over rocky substrate) documents the species occupying a non-kelp reef habitat (standardised angling n=1). This is a documented observation of an in-scope species occupying a non-kelp habitat at the sampled place, time and life stage, which is a level-0 habitat observed_alternative even though kelp is neither measured nor mentioned. No kelp co-occurrence, structural use, selection, contribution or dependence is assessed for this species; diet is not measured in this paper (the companion part-2 paper covers benthic invertebrates and algae)."
7,"Carpenter","S0114","R02","Götz et al. (2014) - An exploratory investigation of the fish communities associated with reefs on the central Agulhas Bank, South Africa.pdf","Argyrozona argyrozona","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","central Agulhas Bank reefs, ~1-110 km offshore, 8-100 m depth","2008-2010 (five two-week trips)","no","Caught (dominant linefishing species) over non-kelp hard-substrate reef on the central Agulhas Bank (East, beyond the eastern kelp limit; Table 2). Level-0 observed_alternative on the habitat route. Kelp not present/measured; baited-gear capture is not diet evidence, so no trophic record."
7,"Carpenter","S0564","R03","Gray et al. (2007) - On the feasibility of a directed trap-fishery for panga Pterogymnus laniarius Sparidae in South Africa.pdf","Argyrozona argyrozona","H","East",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Eastern Cape coast trap sites, 20-99 m; most abundant in medium-deep (60-79 m) strata","September 2002 to July 2004","no","Carpenter was caught demersally (126 fish, 10% of catch) at 20-99 m, most abundant in the 60-79 m stratum and on hard/reef substrata off the Eastern Cape, east of the kelp range. Observed occurrence in a non-kelp demersal habitat (observed alternative, level 0, habitat route). No diet data; trophic route unassessed."
7,"Carpenter","S0432","R06","Griffiths (2000) - Long-term trends in catch and effort of commercial linefish off South Africa's Cape Province.pdf","Argyrozona argyrozona","H","West",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","Regional; South-Western Cape; reef-associated, found closer to coast in SW Cape in cooler winters, also offshore banks","Three commercial periods 1897-1906, 1927-1931, 1986-1998","no","Commercial catch documents carpenter in the South-Western Cape (West/kelp coast) on inshore reef and offshore banks. Non-kelp habitat occurrence; kelp not measured or mentioned. Level-0 observed_alternative, habitat route."
7,"Carpenter","S0294","R05","Griffiths & Wilke (2002)-Long term movement patterns of five temperate reef fishes.pdf","Argyrozona argyrozona","H","East",0,"ai","Medium","both","individual","not_applicable","not_applicable","non-kelp","not_applicable","Central and western Agulhas Bank; inshore reefs (<50 m) and offshore high-profile reef banks (50-90 m; 12-mile, Alphard, 45-mile, 72-mile)","February 1997 - March 1999","no","A. argyrozona (carpenter) is documented occupying non-kelp reef on the central and western Agulhas Bank, east of the kelp limit: inshore juveniles (<50 m) and offshore adults on high-profile reef banks (50-90 m). Catch study with habitat context on non-kelp habitat; level-0 observed_alternative on the habitat route, coded 'both' life stages. Diet ('pelagic fishes and squid') is cited only, so the trophic route is unassessed."
7,"Carpenter","S0137","R04","Hecht and Tilney (1989) - The Port Alfred fishery.pdf","Argyrozona argyrozona","H","East",0,"ai","Medium","both","site","not_applicable","not_applicable","non-kelp","not_applicable","Port Alfred–Kenton-on-Sea fishing grounds; bigger fish taken in deeper water >80 m, 12–14 miles offshore; east coast beyond the kelp limit.","Catch composition 1980–1987; sampling 1984–1987.","no","Carpenter is a principal species of the east-coast offshore reef/bank fishery, with larger fish taken on deeper banks (>80 m); observed in a non-kelp habitat with no kelp link, giving a level-0 observed_alternative habitat record."
7,"Carpenter","S0418","R03","Heyns-Veale et al. (2019) - Community-wide effects of protection reveal insights into marine protected area effectiveness for reef fish.pdf","Argyrozona argyrozona","H","Both",0,"ai","Medium","unspecified","observation","not_applicable","not_applicable","non-kelp","not_applicable","De Hoop, Tsitsikamma, Bird Island and Amathole MPAs and adjacent fished sites; reef seabed, 10-60 m depth","Single stereo-BRUVs sampling trips per location, 2013-2016 (Table 1)","no","Carpenter recorded on non-kelp reef via stereo-BRUVs at four eastern/kelp-edge MPAs; kelp not measured or mentioned. Level-0 observed_alternative on the habitat route. Trophic route unassessed. Region 'Both'."
7,"Carpenter","S0142","R06","Heyns‑Veale et al. (2016) - Depth and habitat determine assemblage structure of South Africa’s warm‑temperate reef fish.pdf","Argyrozona argyrozona","H","East",0,"ai","High","both","site","not_applicable","not_applicable","non-kelp","not_applicable","Deep reef site (45-75 m) in the Tsitsikamma National Park MPA, South African south coast (ca. 34°03'S, 23°52'-23°53'E); species restricted to the deep reef site within a survey covering 11-75 m; 51 stereo-BRUVs samples across four habitat types.","July 2009 to February 2014; one 60-min stereo-BRUVs deployment per station; spring and summer seasons.","no","A baited stereo-video survey recorded Argyrozona argyrozona in the Tsitsikamma National Park MPA, east of the eastern limit of Ecklonia maxima. The species was restricted to the deep reef site and most strongly associated with habitat D (56-75 m), a sponge-dominated aphotic habitat with no algae among the dominant taxa and no kelp named. Kelp is neither measured nor mentioned. This is a documented observation of an in-scope species occupying non-kelp habitat at the sampled place, time and life stage, giving a level-0 observed_alternative record on the habitat route. Specificity is High: the deep-reef restriction and the presence of both adults and juveniles are stated in the text and visually confirmed in Fig. 5. The trophic route is unassessed: no diet was measured."
7,"Carpenter","S0526","R07","Lechanteur and Griffiths (2001) - Fish associated with artificial reefs in False Bay, South Africa, a preliminary survey.pdf","Argyrozona argyrozona","H","West",0,"ai","High","unspecified","site","not_applicable","not_applicable","non-kelp","not_applicable","Deep-water wreck Rockeater (>30 m), Smitswinkel Bay, False Bay","Single visit, July 1995","no","Carpenter was recorded on the deep-water Rockeater wreck (7 fishes) in False Bay, occupying non-kelp artificial-reef structure. Kelp not measured. Level-0 observed_alternative, habitat route."
7,"Carpenter","S0589","R15","Mann et al. (2024) - Fish, fishers and the future, Proceedings of the 6th Southern African Marine Linefish Symposium.pdf","Argyrozona argyrozona","H","East",0,"ai","Medium","adult","population","not_applicable","not_applicable","non-kelp","not_applicable","Low-profile sandstone reefs, central Agulhas Bank","Trawl-association dataset (2000-2019)","no","Trawl species-association analysis places carpenter on low-profile sandstone reef on the central Agulhas Bank. Non-kelp reef occupancy east of the kelp limit with no kelp reference = level-0 observed_alternative (habitat). East region."
